group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Compare,AVL,3,,,52419023.0,ns,2
Compare,AVL,3,,,51837733.0,ns,2
Compare,AVL,3,,,51542627.0,ns,2
Compare,AVL,3,,,52101001.0,ns,2
Compare,AVL,3,,,52432120.0,ns,2
Compare,AVL,3,,,52146332.0,ns,2
Compare,AVL,3,,,51325390.0,ns,2
Compare,AVL,3,,,53006948.0,ns,2
Compare,AVL,3,,,52635015.0,ns,2
Compare,AVL,3,,,54423260.0,ns,2
Compare,AVL,3,,,51879587.0,ns,2
Compare,AVL,3,,,51529966.0,ns,2
Compare,AVL,3,,,51392555.0,ns,2
Compare,AVL,3,,,51321389.0,ns,2
Compare,AVL,3,,,51172145.0,ns,2
Compare,AVL,3,,,55457755.0,ns,2
Compare,AVL,3,,,51498334.0,ns,2
Compare,AVL,3,,,51315242.0,ns,2
Compare,AVL,3,,,50958082.0,ns,2
Compare,AVL,3,,,51057494.0,ns,2
Compare,AVL,3,,,51280240.0,ns,2
Compare,AVL,3,,,51343599.0,ns,2
Compare,AVL,3,,,51071239.0,ns,2
Compare,AVL,3,,,51014825.0,ns,2
Compare,AVL,3,,,51112239.0,ns,2
Compare,AVL,3,,,52216217.0,ns,2
Compare,AVL,3,,,51794802.0,ns,2
Compare,AVL,3,,,51007976.0,ns,2
Compare,AVL,3,,,53740517.0,ns,2
Compare,AVL,3,,,51323075.0,ns,2
Compare,AVL,3,,,51075457.0,ns,2
Compare,AVL,3,,,51225534.0,ns,2
Compare,AVL,3,,,51450536.0,ns,2
Compare,AVL,3,,,51166163.0,ns,2
Compare,AVL,3,,,51455594.0,ns,2
Compare,AVL,3,,,51710554.0,ns,2
Compare,AVL,3,,,51598670.0,ns,2
Compare,AVL,3,,,51335404.0,ns,2
Compare,AVL,3,,,51377291.0,ns,2
Compare,AVL,3,,,51449338.0,ns,2
Compare,AVL,3,,,51340614.0,ns,2
Compare,AVL,3,,,51428308.0,ns,2
Compare,AVL,3,,,51233220.0,ns,2
Compare,AVL,3,,,51445313.0,ns,2
Compare,AVL,3,,,51555266.0,ns,2
Compare,AVL,3,,,51773026.0,ns,2
Compare,AVL,3,,,53579039.0,ns,2
Compare,AVL,3,,,53660413.0,ns,2
Compare,AVL,3,,,56640530.0,ns,2
Compare,AVL,3,,,52507143.0,ns,2
Compare,AVL,3,,,51915214.0,ns,2
Compare,AVL,3,,,52033545.0,ns,2
Compare,AVL,3,,,51111888.0,ns,2
Compare,AVL,3,,,51181752.0,ns,2
Compare,AVL,3,,,51211004.0,ns,2
Compare,AVL,3,,,51103542.0,ns,2
Compare,AVL,3,,,50979332.0,ns,2
Compare,AVL,3,,,51220655.0,ns,2
Compare,AVL,3,,,51753816.0,ns,2
Compare,AVL,3,,,51151883.0,ns,2
Compare,AVL,3,,,51040740.0,ns,2
Compare,AVL,3,,,50930363.0,ns,2
Compare,AVL,3,,,51076045.0,ns,2
Compare,AVL,3,,,51383996.0,ns,2
Compare,AVL,3,,,51713462.0,ns,2
Compare,AVL,3,,,51425966.0,ns,2
Compare,AVL,3,,,52906535.0,ns,2
Compare,AVL,3,,,52224079.0,ns,2
Compare,AVL,3,,,52848911.0,ns,2
Compare,AVL,3,,,51245927.0,ns,2
Compare,AVL,3,,,51730925.0,ns,2
Compare,AVL,3,,,51616684.0,ns,2
Compare,AVL,3,,,51534734.0,ns,2
Compare,AVL,3,,,51612843.0,ns,2
Compare,AVL,3,,,51456072.0,ns,2
Compare,AVL,3,,,51482420.0,ns,2
Compare,AVL,3,,,51231733.0,ns,2
Compare,AVL,3,,,51403388.0,ns,2
Compare,AVL,3,,,51499303.0,ns,2
Compare,AVL,3,,,51449831.0,ns,2
Compare,AVL,3,,,51567269.0,ns,2
Compare,AVL,3,,,51114897.0,ns,2
Compare,AVL,3,,,51534006.0,ns,2
Compare,AVL,3,,,51378856.0,ns,2
Compare,AVL,3,,,51971582.0,ns,2
Compare,AVL,3,,,52704083.0,ns,2
Compare,AVL,3,,,53648083.0,ns,2
Compare,AVL,3,,,51320399.0,ns,2
Compare,AVL,3,,,51095032.0,ns,2
Compare,AVL,3,,,52417254.0,ns,2
Compare,AVL,3,,,51196935.0,ns,2
Compare,AVL,3,,,51171652.0,ns,2
Compare,AVL,3,,,51222327.0,ns,2
Compare,AVL,3,,,51647120.0,ns,2
Compare,AVL,3,,,51499279.0,ns,2
Compare,AVL,3,,,50954375.0,ns,2
Compare,AVL,3,,,51079133.0,ns,2
Compare,AVL,3,,,51197105.0,ns,2
Compare,AVL,3,,,51070825.0,ns,2
Compare,AVL,3,,,51113169.0,ns,2
