group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Compare_insert_delete,BST,3,,,67821797.0,ns,2
Compare_insert_delete,BST,3,,,67894371.0,ns,2
Compare_insert_delete,BST,3,,,68017494.0,ns,2
Compare_insert_delete,BST,3,,,67997016.0,ns,2
Compare_insert_delete,BST,3,,,67714264.0,ns,2
Compare_insert_delete,BST,3,,,70265523.0,ns,2
Compare_insert_delete,BST,3,,,67864135.0,ns,2
Compare_insert_delete,BST,3,,,67828534.0,ns,2
Compare_insert_delete,BST,3,,,69070003.0,ns,2
Compare_insert_delete,BST,3,,,67108438.0,ns,2
Compare_insert_delete,BST,3,,,68050862.0,ns,2
Compare_insert_delete,BST,3,,,67713856.0,ns,2
Compare_insert_delete,BST,3,,,66829729.0,ns,2
Compare_insert_delete,BST,3,,,67152763.0,ns,2
Compare_insert_delete,BST,3,,,67789825.0,ns,2
Compare_insert_delete,BST,3,,,67782701.0,ns,2
Compare_insert_delete,BST,3,,,67753275.0,ns,2
Compare_insert_delete,BST,3,,,67893312.0,ns,2
Compare_insert_delete,BST,3,,,67545363.0,ns,2
Compare_insert_delete,BST,3,,,67902989.0,ns,2
Compare_insert_delete,BST,3,,,69446552.0,ns,2
Compare_insert_delete,BST,3,,,67580649.0,ns,2
Compare_insert_delete,BST,3,,,67244629.0,ns,2
Compare_insert_delete,BST,3,,,67124563.0,ns,2
Compare_insert_delete,BST,3,,,68758678.0,ns,2
Compare_insert_delete,BST,3,,,67427881.0,ns,2
Compare_insert_delete,BST,3,,,67596405.0,ns,2
Compare_insert_delete,BST,3,,,67356850.0,ns,2
Compare_insert_delete,BST,3,,,67431440.0,ns,2
Compare_insert_delete,BST,3,,,67347952.0,ns,2
Compare_insert_delete,BST,3,,,67596274.0,ns,2
Compare_insert_delete,BST,3,,,67523105.0,ns,2
Compare_insert_delete,BST,3,,,68302010.0,ns,2
Compare_insert_delete,BST,3,,,67882814.0,ns,2
Compare_insert_delete,BST,3,,,67678768.0,ns,2
Compare_insert_delete,BST,3,,,72102504.0,ns,2
Compare_insert_delete,BST,3,,,79783068.0,ns,2
Compare_insert_delete,BST,3,,,67811047.0,ns,2
Compare_insert_delete,BST,3,,,67540171.0,ns,2
Compare_insert_delete,BST,3,,,67598528.0,ns,2
Compare_insert_delete,BST,3,,,67947549.0,ns,2
Compare_insert_delete,BST,3,,,67781399.0,ns,2
Compare_insert_delete,BST,3,,,67680548.0,ns,2
Compare_insert_delete,BST,3,,,67687366.0,ns,2
Compare_insert_delete,BST,3,,,67573830.0,ns,2
Compare_insert_delete,BST,3,,,67095952.0,ns,2
Compare_insert_delete,BST,3,,,67400159.0,ns,2
Compare_insert_delete,BST,3,,,68149635.0,ns,2
Compare_insert_delete,BST,3,,,67667479.0,ns,2
Compare_insert_delete,BST,3,,,70082004.0,ns,2
Compare_insert_delete,BST,3,,,68190901.0,ns,2
Compare_insert_delete,BST,3,,,67816303.0,ns,2
Compare_insert_delete,BST,3,,,67546737.0,ns,2
Compare_insert_delete,BST,3,,,67020228.0,ns,2
Compare_insert_delete,BST,3,,,67922609.0,ns,2
Compare_insert_delete,BST,3,,,67848091.0,ns,2
Compare_insert_delete,BST,3,,,69031851.0,ns,2
Compare_insert_delete,BST,3,,,67898897.0,ns,2
Compare_insert_delete,BST,3,,,67879354.0,ns,2
Compare_insert_delete,BST,3,,,67348574.0,ns,2
Compare_insert_delete,BST,3,,,67440434.0,ns,2
Compare_insert_delete,BST,3,,,67913073.0,ns,2
Compare_insert_delete,BST,3,,,67364651.0,ns,2
Compare_insert_delete,BST,3,,,67757281.0,ns,2
Compare_insert_delete,BST,3,,,68665779.0,ns,2
Compare_insert_delete,BST,3,,,67852869.0,ns,2
Compare_insert_delete,BST,3,,,67125253.0,ns,2
Compare_insert_delete,BST,3,,,67415160.0,ns,2
Compare_insert_delete,BST,3,,,67908102.0,ns,2
Compare_insert_delete,BST,3,,,67532316.0,ns,2
Compare_insert_delete,BST,3,,,67131645.0,ns,2
Compare_insert_delete,BST,3,,,67266732.0,ns,2
Compare_insert_delete,BST,3,,,67467826.0,ns,2
Compare_insert_delete,BST,3,,,68994974.0,ns,2
Compare_insert_delete,BST,3,,,66895709.0,ns,2
Compare_insert_delete,BST,3,,,67110781.0,ns,2
Compare_insert_delete,BST,3,,,68363381.0,ns,2
Compare_insert_delete,BST,3,,,70395506.0,ns,2
Compare_insert_delete,BST,3,,,67618162.0,ns,2
Compare_insert_delete,BST,3,,,70911794.0,ns,2
Compare_insert_delete,BST,3,,,71964969.0,ns,2
Compare_insert_delete,BST,3,,,67501930.0,ns,2
Compare_insert_delete,BST,3,,,67489857.0,ns,2
Compare_insert_delete,BST,3,,,67404137.0,ns,2
Compare_insert_delete,BST,3,,,67691250.0,ns,2
Compare_insert_delete,BST,3,,,67437016.0,ns,2
Compare_insert_delete,BST,3,,,69288899.0,ns,2
Compare_insert_delete,BST,3,,,67959782.0,ns,2
Compare_insert_delete,BST,3,,,67657682.0,ns,2
Compare_insert_delete,BST,3,,,69287290.0,ns,2
Compare_insert_delete,BST,3,,,67456319.0,ns,2
Compare_insert_delete,BST,3,,,67579790.0,ns,2
Compare_insert_delete,BST,3,,,67454585.0,ns,2
Compare_insert_delete,BST,3,,,69307261.0,ns,2
Compare_insert_delete,BST,3,,,67937679.0,ns,2
Compare_insert_delete,BST,3,,,67620953.0,ns,2
Compare_insert_delete,BST,3,,,67305586.0,ns,2
Compare_insert_delete,BST,3,,,66766065.0,ns,2
Compare_insert_delete,BST,3,,,67671130.0,ns,2
Compare_insert_delete,BST,3,,,67269639.0,ns,2
