group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Compare_insert_delete,AVL,2,,,66887327.0,ns,2
Compare_insert_delete,AVL,2,,,66199578.0,ns,2
Compare_insert_delete,AVL,2,,,66560152.0,ns,2
Compare_insert_delete,AVL,2,,,66164950.0,ns,2
Compare_insert_delete,AVL,2,,,66619281.0,ns,2
Compare_insert_delete,AVL,2,,,68003520.0,ns,2
Compare_insert_delete,AVL,2,,,66283363.0,ns,2
Compare_insert_delete,AVL,2,,,66104481.0,ns,2
Compare_insert_delete,AVL,2,,,66161477.0,ns,2
Compare_insert_delete,AVL,2,,,66252752.0,ns,2
Compare_insert_delete,AVL,2,,,65991533.0,ns,2
Compare_insert_delete,AVL,2,,,66789402.0,ns,2
Compare_insert_delete,AVL,2,,,66771514.0,ns,2
Compare_insert_delete,AVL,2,,,66006838.0,ns,2
Compare_insert_delete,AVL,2,,,66563024.0,ns,2
Compare_insert_delete,AVL,2,,,66370814.0,ns,2
Compare_insert_delete,AVL,2,,,66258654.0,ns,2
Compare_insert_delete,AVL,2,,,66340277.0,ns,2
Compare_insert_delete,AVL,2,,,66574014.0,ns,2
Compare_insert_delete,AVL,2,,,66302694.0,ns,2
Compare_insert_delete,AVL,2,,,69360454.0,ns,2
Compare_insert_delete,AVL,2,,,68667617.0,ns,2
Compare_insert_delete,AVL,2,,,66090185.0,ns,2
Compare_insert_delete,AVL,2,,,66692410.0,ns,2
Compare_insert_delete,AVL,2,,,66413252.0,ns,2
Compare_insert_delete,AVL,2,,,66099563.0,ns,2
Compare_insert_delete,AVL,2,,,66357028.0,ns,2
Compare_insert_delete,AVL,2,,,66212585.0,ns,2
Compare_insert_delete,AVL,2,,,66134834.0,ns,2
Compare_insert_delete,AVL,2,,,66138051.0,ns,2
Compare_insert_delete,AVL,2,,,66304026.0,ns,2
Compare_insert_delete,AVL,2,,,66350571.0,ns,2
Compare_insert_delete,AVL,2,,,66022162.0,ns,2
Compare_insert_delete,AVL,2,,,66191269.0,ns,2
Compare_insert_delete,AVL,2,,,66163427.0,ns,2
Compare_insert_delete,AVL,2,,,68553203.0,ns,2
Compare_insert_delete,AVL,2,,,66162740.0,ns,2
Compare_insert_delete,AVL,2,,,66930541.0,ns,2
Compare_insert_delete,AVL,2,,,66200963.0,ns,2
Compare_insert_delete,AVL,2,,,66197474.0,ns,2
Compare_insert_delete,AVL,2,,,66161875.0,ns,2
Compare_insert_delete,AVL,2,,,65997893.0,ns,2
Compare_insert_delete,AVL,2,,,66274467.0,ns,2
Compare_insert_delete,AVL,2,,,66098597.0,ns,2
Compare_insert_delete,AVL,2,,,66260067.0,ns,2
Compare_insert_delete,AVL,2,,,65994216.0,ns,2
Compare_insert_delete,AVL,2,,,66081484.0,ns,2
Compare_insert_delete,AVL,2,,,66175378.0,ns,2
Compare_insert_delete,AVL,2,,,66037076.0,ns,2
Compare_insert_delete,AVL,2,,,66264056.0,ns,2
Compare_insert_delete,AVL,2,,,67055158.0,ns,2
Compare_insert_delete,AVL,2,,,66295743.0,ns,2
Compare_insert_delete,AVL,2,,,66228598.0,ns,2
Compare_insert_delete,AVL,2,,,66177423.0,ns,2
Compare_insert_delete,AVL,2,,,66500570.0,ns,2
Compare_insert_delete,AVL,2,,,66136450.0,ns,2
Compare_insert_delete,AVL,2,,,66403140.0,ns,2
Compare_insert_delete,AVL,2,,,66162426.0,ns,2
Compare_insert_delete,AVL,2,,,66193623.0,ns,2
Compare_insert_delete,AVL,2,,,66496310.0,ns,2
Compare_insert_delete,AVL,2,,,66041747.0,ns,2
Compare_insert_delete,AVL,2,,,66210459.0,ns,2
Compare_insert_delete,AVL,2,,,66098714.0,ns,2
Compare_insert_delete,AVL,2,,,66184331.0,ns,2
Compare_insert_delete,AVL,2,,,66048548.0,ns,2
Compare_insert_delete,AVL,2,,,67634502.0,ns,2
Compare_insert_delete,AVL,2,,,67627127.0,ns,2
Compare_insert_delete,AVL,2,,,66068519.0,ns,2
Compare_insert_delete,AVL,2,,,66485787.0,ns,2
Compare_insert_delete,AVL,2,,,66125802.0,ns,2
Compare_insert_delete,AVL,2,,,66451008.0,ns,2
Compare_insert_delete,AVL,2,,,66672885.0,ns,2
Compare_insert_delete,AVL,2,,,66169424.0,ns,2
Compare_insert_delete,AVL,2,,,66094187.0,ns,2
Compare_insert_delete,AVL,2,,,66200036.0,ns,2
Compare_insert_delete,AVL,2,,,66073355.0,ns,2
Compare_insert_delete,AVL,2,,,66113313.0,ns,2
Compare_insert_delete,AVL,2,,,66285044.0,ns,2
Compare_insert_delete,AVL,2,,,66034552.0,ns,2
Compare_insert_delete,AVL,2,,,66175508.0,ns,2
Compare_insert_delete,AVL,2,,,67320743.0,ns,2
Compare_insert_delete,AVL,2,,,65982504.0,ns,2
Compare_insert_delete,AVL,2,,,66173707.0,ns,2
Compare_insert_delete,AVL,2,,,66181605.0,ns,2
Compare_insert_delete,AVL,2,,,66186858.0,ns,2
Compare_insert_delete,AVL,2,,,66105254.0,ns,2
Compare_insert_delete,AVL,2,,,66342234.0,ns,2
Compare_insert_delete,AVL,2,,,66552370.0,ns,2
Compare_insert_delete,AVL,2,,,66292601.0,ns,2
Compare_insert_delete,AVL,2,,,66247287.0,ns,2
Compare_insert_delete,AVL,2,,,66085028.0,ns,2
Compare_insert_delete,AVL,2,,,66275115.0,ns,2
Compare_insert_delete,AVL,2,,,66119606.0,ns,2
Compare_insert_delete,AVL,2,,,66521604.0,ns,2
Compare_insert_delete,AVL,2,,,66161460.0,ns,2
Compare_insert_delete,AVL,2,,,68210284.0,ns,2
Compare_insert_delete,AVL,2,,,66272445.0,ns,2
Compare_insert_delete,AVL,2,,,66239246.0,ns,2
Compare_insert_delete,AVL,2,,,66300216.0,ns,2
Compare_insert_delete,AVL,2,,,66201416.0,ns,2
