group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Compare_insert_delete,BST,1,,,52755269.0,ns,5
Compare_insert_delete,BST,1,,,53069889.0,ns,5
Compare_insert_delete,BST,1,,,52587026.0,ns,5
Compare_insert_delete,BST,1,,,53125419.0,ns,5
Compare_insert_delete,BST,1,,,52621038.0,ns,5
Compare_insert_delete,BST,1,,,52964585.0,ns,5
Compare_insert_delete,BST,1,,,52673591.0,ns,5
Compare_insert_delete,BST,1,,,52724971.0,ns,5
Compare_insert_delete,BST,1,,,54152476.0,ns,5
Compare_insert_delete,BST,1,,,52863439.0,ns,5
Compare_insert_delete,BST,1,,,53445265.0,ns,5
Compare_insert_delete,BST,1,,,74589428.0,ns,5
Compare_insert_delete,BST,1,,,67443285.0,ns,5
Compare_insert_delete,BST,1,,,57652597.0,ns,5
Compare_insert_delete,BST,1,,,54020606.0,ns,5
Compare_insert_delete,BST,1,,,57304249.0,ns,5
Compare_insert_delete,BST,1,,,85962483.0,ns,5
Compare_insert_delete,BST,1,,,64411951.0,ns,5
Compare_insert_delete,BST,1,,,63149741.0,ns,5
Compare_insert_delete,BST,1,,,60108732.0,ns,5
Compare_insert_delete,BST,1,,,52647314.0,ns,5
Compare_insert_delete,BST,1,,,60310970.0,ns,5
Compare_insert_delete,BST,1,,,52890269.0,ns,5
Compare_insert_delete,BST,1,,,52779326.0,ns,5
Compare_insert_delete,BST,1,,,52639866.0,ns,5
Compare_insert_delete,BST,1,,,53704794.0,ns,5
Compare_insert_delete,BST,1,,,52779812.0,ns,5
Compare_insert_delete,BST,1,,,52708197.0,ns,5
Compare_insert_delete,BST,1,,,52664653.0,ns,5
Compare_insert_delete,BST,1,,,52732396.0,ns,5
Compare_insert_delete,BST,1,,,52596370.0,ns,5
Compare_insert_delete,BST,1,,,52785169.0,ns,5
Compare_insert_delete,BST,1,,,52749868.0,ns,5
Compare_insert_delete,BST,1,,,52665551.0,ns,5
Compare_insert_delete,BST,1,,,52576504.0,ns,5
Compare_insert_delete,BST,1,,,52724367.0,ns,5
Compare_insert_delete,BST,1,,,52801216.0,ns,5
Compare_insert_delete,BST,1,,,52862136.0,ns,5
Compare_insert_delete,BST,1,,,52910353.0,ns,5
Compare_insert_delete,BST,1,,,52711580.0,ns,5
Compare_insert_delete,BST,1,,,52859453.0,ns,5
Compare_insert_delete,BST,1,,,52782936.0,ns,5
Compare_insert_delete,BST,1,,,52700628.0,ns,5
Compare_insert_delete,BST,1,,,52797307.0,ns,5
Compare_insert_delete,BST,1,,,53623379.0,ns,5
Compare_insert_delete,BST,1,,,52868271.0,ns,5
Compare_insert_delete,BST,1,,,52597752.0,ns,5
Compare_insert_delete,BST,1,,,52767040.0,ns,5
Compare_insert_delete,BST,1,,,52697351.0,ns,5
Compare_insert_delete,BST,1,,,52683618.0,ns,5
Compare_insert_delete,BST,1,,,52541643.0,ns,5
Compare_insert_delete,BST,1,,,52594319.0,ns,5
Compare_insert_delete,BST,1,,,52579609.0,ns,5
Compare_insert_delete,BST,1,,,52635563.0,ns,5
Compare_insert_delete,BST,1,,,52608333.0,ns,5
Compare_insert_delete,BST,1,,,52666984.0,ns,5
Compare_insert_delete,BST,1,,,52682987.0,ns,5
Compare_insert_delete,BST,1,,,52664497.0,ns,5
Compare_insert_delete,BST,1,,,52740186.0,ns,5
Compare_insert_delete,BST,1,,,52913706.0,ns,5
Compare_insert_delete,BST,1,,,52697978.0,ns,5
Compare_insert_delete,BST,1,,,52783867.0,ns,5
Compare_insert_delete,BST,1,,,53644409.0,ns,5
Compare_insert_delete,BST,1,,,52658343.0,ns,5
Compare_insert_delete,BST,1,,,52600195.0,ns,5
Compare_insert_delete,BST,1,,,52750959.0,ns,5
Compare_insert_delete,BST,1,,,52623497.0,ns,5
Compare_insert_delete,BST,1,,,52663656.0,ns,5
Compare_insert_delete,BST,1,,,52627674.0,ns,5
Compare_insert_delete,BST,1,,,52692097.0,ns,5
Compare_insert_delete,BST,1,,,52614239.0,ns,5
Compare_insert_delete,BST,1,,,52684674.0,ns,5
Compare_insert_delete,BST,1,,,52636203.0,ns,5
Compare_insert_delete,BST,1,,,52695168.0,ns,5
Compare_insert_delete,BST,1,,,52656514.0,ns,5
Compare_insert_delete,BST,1,,,52722876.0,ns,5
Compare_insert_delete,BST,1,,,52599391.0,ns,5
Compare_insert_delete,BST,1,,,52642547.0,ns,5
Compare_insert_delete,BST,1,,,52632906.0,ns,5
Compare_insert_delete,BST,1,,,52928187.0,ns,5
Compare_insert_delete,BST,1,,,52848564.0,ns,5
Compare_insert_delete,BST,1,,,53937819.0,ns,5
Compare_insert_delete,BST,1,,,52825601.0,ns,5
Compare_insert_delete,BST,1,,,52757201.0,ns,5
Compare_insert_delete,BST,1,,,52931866.0,ns,5
Compare_insert_delete,BST,1,,,52749442.0,ns,5
Compare_insert_delete,BST,1,,,52570252.0,ns,5
Compare_insert_delete,BST,1,,,52628531.0,ns,5
Compare_insert_delete,BST,1,,,52588544.0,ns,5
Compare_insert_delete,BST,1,,,52695048.0,ns,5
Compare_insert_delete,BST,1,,,52633383.0,ns,5
Compare_insert_delete,BST,1,,,52599800.0,ns,5
Compare_insert_delete,BST,1,,,52627019.0,ns,5
Compare_insert_delete,BST,1,,,52730153.0,ns,5
Compare_insert_delete,BST,1,,,52601730.0,ns,5
Compare_insert_delete,BST,1,,,52661521.0,ns,5
Compare_insert_delete,BST,1,,,52890429.0,ns,5
Compare_insert_delete,BST,1,,,52741425.0,ns,5
Compare_insert_delete,BST,1,,,52726065.0,ns,5
Compare_insert_delete,BST,1,,,52655077.0,ns,5
