group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Compare,RBT,2,,,61581099.0,ns,3
Compare,RBT,2,,,60957536.0,ns,3
Compare,RBT,2,,,61717245.0,ns,3
Compare,RBT,2,,,64983314.0,ns,3
Compare,RBT,2,,,61186724.0,ns,3
Compare,RBT,2,,,61134414.0,ns,3
Compare,RBT,2,,,61058473.0,ns,3
Compare,RBT,2,,,61219718.0,ns,3
Compare,RBT,2,,,61013075.0,ns,3
Compare,RBT,2,,,61112461.0,ns,3
Compare,RBT,2,,,61187848.0,ns,3
Compare,RBT,2,,,61124381.0,ns,3
Compare,RBT,2,,,61026702.0,ns,3
Compare,RBT,2,,,61046336.0,ns,3
Compare,RBT,2,,,61230394.0,ns,3
Compare,RBT,2,,,61078630.0,ns,3
Compare,RBT,2,,,62030879.0,ns,3
Compare,RBT,2,,,61173388.0,ns,3
Compare,RBT,2,,,62675573.0,ns,3
Compare,RBT,2,,,63208416.0,ns,3
Compare,RBT,2,,,61012646.0,ns,3
Compare,RBT,2,,,61387051.0,ns,3
Compare,RBT,2,,,61661245.0,ns,3
Compare,RBT,2,,,61354815.0,ns,3
Compare,RBT,2,,,61215294.0,ns,3
Compare,RBT,2,,,61540291.0,ns,3
Compare,RBT,2,,,61593016.0,ns,3
Compare,RBT,2,,,61049418.0,ns,3
Compare,RBT,2,,,60995176.0,ns,3
Compare,RBT,2,,,61140514.0,ns,3
Compare,RBT,2,,,61027004.0,ns,3
Compare,RBT,2,,,61030766.0,ns,3
Compare,RBT,2,,,60851417.0,ns,3
Compare,RBT,2,,,60920603.0,ns,3
Compare,RBT,2,,,61857328.0,ns,3
Compare,RBT,2,,,62215482.0,ns,3
Compare,RBT,2,,,61266558.0,ns,3
Compare,RBT,2,,,61049615.0,ns,3
Compare,RBT,2,,,61265929.0,ns,3
Compare,RBT,2,,,61027735.0,ns,3
Compare,RBT,2,,,60927436.0,ns,3
Compare,RBT,2,,,61064836.0,ns,3
Compare,RBT,2,,,60907748.0,ns,3
Compare,RBT,2,,,60833483.0,ns,3
Compare,RBT,2,,,60867137.0,ns,3
Compare,RBT,2,,,60951339.0,ns,3
Compare,RBT,2,,,61056031.0,ns,3
Compare,RBT,2,,,60893871.0,ns,3
Compare,RBT,2,,,60929932.0,ns,3
Compare,RBT,2,,,60947083.0,ns,3
Compare,RBT,2,,,61068065.0,ns,3
Compare,RBT,2,,,61106229.0,ns,3
Compare,RBT,2,,,63373380.0,ns,3
Compare,RBT,2,,,61160079.0,ns,3
Compare,RBT,2,,,61072547.0,ns,3
Compare,RBT,2,,,61046202.0,ns,3
Compare,RBT,2,,,61085483.0,ns,3
Compare,RBT,2,,,61151805.0,ns,3
Compare,RBT,2,,,61668547.0,ns,3
Compare,RBT,2,,,61322148.0,ns,3
Compare,RBT,2,,,61077382.0,ns,3
Compare,RBT,2,,,61289313.0,ns,3
Compare,RBT,2,,,61089444.0,ns,3
Compare,RBT,2,,,60961051.0,ns,3
Compare,RBT,2,,,61059443.0,ns,3
Compare,RBT,2,,,61346234.0,ns,3
Compare,RBT,2,,,61442747.0,ns,3
Compare,RBT,2,,,63778260.0,ns,3
Compare,RBT,2,,,64000038.0,ns,3
Compare,RBT,2,,,61494034.0,ns,3
Compare,RBT,2,,,62566087.0,ns,3
Compare,RBT,2,,,61533993.0,ns,3
Compare,RBT,2,,,62215040.0,ns,3
Compare,RBT,2,,,61585987.0,ns,3
Compare,RBT,2,,,61409075.0,ns,3
Compare,RBT,2,,,61238609.0,ns,3
Compare,RBT,2,,,61069579.0,ns,3
Compare,RBT,2,,,61343823.0,ns,3
Compare,RBT,2,,,61316705.0,ns,3
Compare,RBT,2,,,61449659.0,ns,3
Compare,RBT,2,,,61307455.0,ns,3
Compare,RBT,2,,,61192254.0,ns,3
Compare,RBT,2,,,61536293.0,ns,3
Compare,RBT,2,,,61373901.0,ns,3
Compare,RBT,2,,,62686544.0,ns,3
Compare,RBT,2,,,61273295.0,ns,3
Compare,RBT,2,,,61588565.0,ns,3
Compare,RBT,2,,,61425201.0,ns,3
Compare,RBT,2,,,61943659.0,ns,3
Compare,RBT,2,,,61322509.0,ns,3
Compare,RBT,2,,,61423575.0,ns,3
Compare,RBT,2,,,61337317.0,ns,3
Compare,RBT,2,,,61171908.0,ns,3
Compare,RBT,2,,,61330756.0,ns,3
Compare,RBT,2,,,61466518.0,ns,3
Compare,RBT,2,,,61233000.0,ns,3
Compare,RBT,2,,,61498905.0,ns,3
Compare,RBT,2,,,61279902.0,ns,3
Compare,RBT,2,,,61989518.0,ns,3
Compare,RBT,2,,,61296882.0,ns,3
